address,bathrooms,bedrooms,finishedsqft,lastsoldprice,neighborhood,totalrooms
Address: 143 Burnside Avenue,1,2,915,700000,Glen Park,4
Address: 256 Page Street,1.5,3,1688,1093500,Hayes Valley,8
Address: 301 Main Street,1,1,1200,845000,South Beach,5
Address: 970 Wisconsin Street #1,2,3,825,649000,Potrero Hill,5
Address: 2011 3rd Street #8,2,1,1086,720000,Central Waterfront - Dogpatch,4
Address: 2721 Harrison Street,4,3,1544,1119000,Mission,9
Address: 136 San Carlos Street,1,2,2810,1262000,Mission,11
Address: 925 Rolph Street,2,3,1122,527000,Crocker Amazon,5
Address: 737 Peru Avenue,3,3,2330,70000,Excelsior,7
Address: 4539 18th Street #201,2,2,1296,905000,Eureka Valley - Dolores Heights - Castro,5
Address: 350 Collingwood Street,4.5,4,5246,3100000,Eureka Valley - Dolores Heights - Castro,10
Address: 2046 Baker Street,3,3,1750,1250000,Pacific Heights,6
Address: 1941 Lyon Street,2,3,1520,1275000,Pacific Heights,6
Address: 2200 15th Avenue,1,3,1356,875000,Inner Parkside,6
Address: 22 Loyola Terrace,2,3,1914,160500,Lone Mountain,13
Address: 1150 Clayton Street,2.5,3,2150,1620000,Parnassus - Ashbury,8
Address: 1350 Lake Street,1,2,1250,834500,Lake,5
Address: 635 37th Avenue,1,3,1586,810000,Outer Richmond,6
Address: 837 25th Avenue,2,3,2310,906000,Central Richmond,8
Address: 333 El Camino Del Mar,2,3,2968,2185000,Lake,8
Address: 1266 29th Avenue,1,3,2210,1020000,Central Sunset,9
Address: 1307 Bay Street #4,2,2,1268,1125000,Marina,4
Address: 1558 Van Dyke Avenue,2,3,900,380000,Bayview,4
Address: 5177 Diamond Heights Boulevard #214,2,2,1100,570000,Diamond Heights,5
Address: 201 Detroit Street,1,2,1120,768000,Sunnyside,5
Address: 850 Corbett Avenue #6,3,3,2517,1535000,Twin Peaks,7
Address: 4072 Cesar Chavez Street,2,3,2233,1720000,Noe Valley,5
Address: 1027 Goettingen Street,2,3,1500,606500,Visitacion Valley,9
Address: 199 New Montgomery Street #1208,1,1,653,579000,Yerba Buena,4
Address: 340 Ritch Street #6,1,1,1253,770000,South of Market,4
Address: 1483 Sutter Street #613,1,0,530,361000,Van Ness - Civic Center,3
Address: 1042 Pine Street,1.25,2,1355,814000,Downtown,6
Address: 25 Roscoe Street,2,2,1709,760000,Bernal Heights,8
Address: 3344 21st Street,1,3,1490,853000,Mission,6
Address: 66 Danton Street,1.5,2,1431,770000,Mission Terrace,6
Address: 4447 17th Street,1,2,923,775000,Corona Heights,5
Address: 4064 17th Street,2,3,2244,1600000,Corona Heights,7
Address: 2201 Sacramento Street #304,1,1,1008,705000,Pacific Heights,3
Address: 626 11th Avenue,1,4,2340,1450000,Inner Richmond,9
Address: 755 25th Avenue,1,2,1415,695000,Central Richmond,8
Address: 246 17th Avenue,1.5,2,1650,932000,Central Richmond,7
Address: 322 18th Avenue,5,6,3300,1500000,Central Richmond,13
Address: 1682 35th Avenue,2,3,1200,675000,Central Sunset,5
Address: 1329 42nd Avenue,2,4,2592,887500,Outer Sunset,11
Address: 3418 Scott Street,2,3,1634,1200000,Marina,10
Address: 3533 Scott Street,3,5,3530,1700000,Marina,13
Address: 554 Mangels Avenue,2.5,3,1125,812000,Sunnyside,8
Address: 36 Juanita Way,3,4,2200,945000,Miraloma Park,11
Address: 1821 Church Street,3.5,3,2293,1950000,Glen Park,7
Address: 33 Vandewater Street #203,1,2,950,690000,North Beach,4
Address: 101 Crescent Way #2415,2,2,1337,359000,Bayview,5
Address: 230 Brussels Street,4,4,2023,25500,Portola,8
Address: 355 1st Street #1207,2,2,1034,845000,South Beach,4
Address: 2 Amazon Avenue #206,2,2,980,318000,Excelsior,5
Address: 2606 36th Avenue,1,2,1400,728000,Parkside,9
Address: 469 Magellan Avenue,4,4,2462,1250000,Forest Hill,9
Address: 354 Greenwich Street,1,2,1365,2000000,Telegraph Hill,5
Address: 1 Crescent Way #1415,2,2,1337,553000,Bayview,5
Address: 209 Diamond Cove Terrace,2,2,1390,555500,Bayview,5
Address: 246 2nd Street #1306,2,2,1101,880000,Yerba Buena,4
Address: 95 Crescent Avenue,3,4,900,698000,Bernal Heights,5
Address: 2501 Harrison Street #16,1.5,1,1047,1260000,Mission,6
Address: 307 Shotwell Street,1,2,4604,987000,Mission,4
Address: 105 Franconia Street,3,4,2200,1305000,Bernal Heights,9
Address: 2439 Alemany Boulevard,3,0,1934,563000,Outer Mission,8
Address: 3336 Market Street,1.5,2,1288,850000,Twin Peaks,7
Address: 3676 22nd Street,2,0,1530,1040000,Eureka Valley - Dolores Heights - Castro,8
Address: 1905 Laguna Street #207,1,0,535,420000,Lower Pacific Heights,2
Address: 2542 Sacramento Street #303,1,2,1106,872500,Pacific Heights,4
Address: 2191 32nd Avenue,2,2,1588,871500,Parkside,6
Address: 7 Magellan Avenue,2,5,1804,1285000,Forest Hill,8
Address: 875 La Playa Street #476,2,2,1084,521500,Outer Richmond,4
Address: 73 Toledo Way,2.5,3,1842,1687000,Marina,7
Address: 2044 Green Street,3.5,3,2877,3329000,Cow Hollow,7
Address: 3531 Jennings Street,1,2,1040,533000,Bayview,9
Address: 1624 Keith Street,3,5,1700,430000,Bayview,6
Address: 89 Robblee Avenue,1.5,3,1196,526500,Silver Terrace,5
Address: 375 Los Palmos Drive,1,3,1182,747500,Miraloma Park,5
Address: 25 San Anselmo Avenue,4,4,2815,1845000,St. Francis Wood,10
Address: 15 Red Rock Way #303N,1,1,572,327500,Diamond Heights,2
Address: 47 Panorama Drive,1,3,1150,720000,Midtown Terrace,5
Address: 257 Mangels Avenue,1,2,1126,757000,Sunnyside,6
Address: 556 28th Street,1,1,700,875000,Noe Valley,5
Address: 120 Turquoise Way,3,3,2426,1409000,Diamond Heights,7
Address: 408 Shields Street,1,2,1088,530000,Merced Heights,5
Address: 1255 Sloat Boulevard,2,3,2162,858000,Lakeshore,7
Address: 94 Stratford Drive,2,3,1750,920000,Lakeside,8
Address: 211 Diamond Cove Terrace,3,3,1647,615500,Bayview,6
Address: 201 Harrison Street #1121,1,1,661,522500,South Beach,2
Address: 1272 Rhode Island Street #18,2,3,1003,569000,Potrero Hill,6
Address: 170 King Street #709,1,1,733,635000,South Beach,3
Address: 684 Arkansas Street,2,2,933,680000,Potrero Hill,5
Address: 310 Townsend Street #312,1,1,951,805000,South of Market,4
Address: 150 Connecticut Street,2,3,1790,1365000,Potrero Hill,9
Address: 1183 Munich Street,1,2,1272,552500,Crocker Amazon,6
Address: 97 States Street,1,1,720,600000,Corona Heights,3
Address: 4488 24th Street,2,3,1162,998000,Noe Valley,6
Address: 4048 22nd Street,3,4,2500,1600000,Eureka Valley - Dolores Heights - Castro,7
Address: 1900 Steiner Street #A,2,2,1278,935000,Lower Pacific Heights,5
Address: 355 East Buena Vista Avenue #409W,1,1,772,700000,Buena Vista Park,3
Address: 73 Almaden Court,3,4,1438,1788000,Lone Mountain,8
Address: 659 12th Avenue,2.5,4,2788,1935000,Inner Richmond,8
Address: 825 La Playa Street #422,2,2,1300,815000,Outer Richmond,4
Address: 1538 40th Avenue,1,2,1000,660000,Outer Sunset,4
Address: 1640 Funston Avenue,2,3,1756,983000,Inner Sunset,8
Address: 155 Gardenside Drive #34,2,2,1033,570000,Twin Peaks,4
Address: 207 Diamond Cove Terrace,2.5,2,1390,540000,Bayview,5
Address: 469 Clementina Street #4,1,1,622,520000,South of Market,3
Address: 300 3rd Street #1002,2,2,1161,800000,Yerba Buena,4
Address: 757 North Point Street #4,2,2,1190,845000,Russian Hill,5
Address: 29 Dorland Street,3.5,4,3455,4800000,Mission,7
Address: 210 Maynard Street,2,3,1850,1400000,Excelsior,6
Address: 767 Castro Street,3.5,4,3097,1950000,Eureka Valley - Dolores Heights - Castro,9
Address: 2612 Post Street,3,3,2061,1495000,Lower Pacific Heights,6
Address: 2682 17th Avenue,1.5,3,1490,803000,Inner Parkside,6
Address: 1775 8th Avenue,3,5,1961,1175000,Inner Sunset,12
Address: 2170 Vallejo Street #101,2,3,2145,1650000,Pacific Heights,8
Address: 2847 Baker Street,2,4,2101,2050000,Cow Hollow,7
Address: 610 Duncan Street,2.5,3,2500,1448000,Noe Valley,6
Address: 300 Berry Street #520,1,1,655,590000,South of Market,3
Address: 710 Guerrero Street,2,3,1900,1295000,Mission,6
Address: 260 King Street #665,2,2,1083,705000,South of Market,4
Address: 1177 California Street #511,1,0,437,350000,Downtown,2
Address: 420 Austin Street,1,3,900,695500,Lower Pacific Heights,4
Address: 1388 Gough Street #607,2,2,1296,1325000,Van Ness - Civic Center,5
Address: 25 Richland Avenue,1,2,1205,595000,Bernal Heights,6
Address: 23 Richland Avenue,1,2,1205,645000,Bernal Heights,5
Address: 2435 Bryant Street,1,3,1375,900000,Mission,5
Address: 1649 Treat Avenue,1,1,900,915000,Bernal Heights,4
Address: 1495 Valencia Street #4,3,3,1441,1037500,Mission,5
Address: 280 Minerva Street,1,2,875,451000,Oceanview,4
Address: 214 Louisburg Street,1,2,1100,525000,Ingleside,5
Address: 44 Foote Avenue,1,3,1750,745000,Outer Mission,8
Address: 1 Valdez Avenue,1,3,1548,783000,Westwood Park,6
Address: 218 Dorado Terrace,4,4,2806,799000,Mount Davidson Manor,10
Address: 169 Yukon Street,1,1,770,690000,Eureka Valley - Dolores Heights - Castro,4
Address: 381 Noe Street,2,2,1469,882500,Eureka Valley - Dolores Heights - Castro,6
Address: 112 Yukon Street,3,3,1280,975000,Eureka Valley - Dolores Heights - Castro,5
Address: 1730 Broderick Street #1,1,1,828,610000,Lower Pacific Heights,5
Address: 2999 California Street #402,1,2,989,685000,Lower Pacific Heights,3
Address: 2462 Broadway Street,2.5,3,2896,2600000,Pacific Heights,8
Address: 2634 44th Avenue,3,4,1443,620000,Outer Parkside,6
Address: 2527 29th Avenue,3,4,2003,1105000,Parkside,8
Address: 345 Rivera Street,2,4,1665,655000,Forest Hill,7
Address: 2550 28th Avenue,2,3,1622,810000,Parkside,7
Address: 2379 15th Avenue,2,3,1671,858000,Inner Parkside,7
Address: 350 Broderick Street #307,1,1,677,601000,North Panhandle,4
Address: 103 Scott Street,1,1,737,675000,Hayes Valley,4
Address: 3878 Jackson Street,4,4,4609,6680000,Presidio Heights,11
Address: 584 37th Avenue,4,4,2187,990000,Outer Richmond,9
Address: 675 45th Avenue,2,6,2000,950000,Outer Richmond,10
Address: 680 47th Avenue,2,3,2260,1055000,Outer Richmond,8
Address: 3124 Baker Street,2,4,2905,1715000,Marina,8
Address: 7 Carpenter Court,3,3,1009,275000,Bayview,6
Address: 800 Le Conte Avenue,3,3,1737,510500,Bayview,6
Address: 150 Urbano Drive,2,3,2600,895000,Ingleside Terrace,8
Address: 530 Molimo Drive,3,4,2294,949000,Miraloma Park,9
Address: 526 Ulloa Street,1,2,1247,951000,West Portal,10
Address: 537 Dellbrook Avenue,2,3,1100,675000,Midtown Terrace,4
Address: 175 Flood Avenue,2,3,1684,1130000,Sunnyside,7
Address: 4338 Cesar Chavez Street,3.5,4,2950,1995000,Noe Valley,10
Address: 169 Huntington Drive,1,2,1050,700000,Lakeshore,5
Address: 1940 Stockton Street #103,3,2,1360,938000,Telegraph Hill,4
Address: 662 Goettingen Street,1,2,925,520000,Portola,4
Address: 1601 Pacific Avenue #206,2,3,1200,861000,Nob Hill,4
Address: 104 Wool Street,1,2,675,715000,Bernal Heights,5
Address: 38 Miramar Avenue,2,4,2000,700000,Ingleside,7
Address: 1345 Turk Street #216,2,2,985,237000,Western Addition,4
Address: 1345 Turk Street #103,2,3,1204,295000,Western Addition,5
Address: 2200 Sacramento Street #607,2,2,1000,1100000,Pacific Heights,4
Address: 1920 Broderick Street,3.5,3,2388,2100000,Pacific Heights,7
Address: 207 9th Avenue,1.5,2,1254,679000,Inner Richmond,5
Address: 1425 43rd Avenue,2,2,1250,810000,Outer Sunset,4
Address: 202 Pelican Cove Terrace,2,2,1300,605000,Bayview,5
Address: 4215 25th Street,4,5,2925,2370000,Noe Valley,11
Address: 2223 18th Avenue,1,3,1250,770000,Inner Parkside,5
Address: 425 Irving Street,1,3,1400,500000,Inner Sunset,11
Address: 257 Bradford Street,1.5,3,1180,660000,Bernal Heights,6
Address: 1632 Dolores Street,3.5,4,2784,2875000,Noe Valley,7
Address: 26 Athens Street,3,5,1304,570000,Excelsior,8
Address: 95 Farragut Avenue,1,2,1122,550000,Outer Mission,5
Address: 56 Rome Street,1,2,1200,680000,Outer Mission,5
Address: 2207 17th Avenue,2.5,5,2680,1150000,Inner Parkside,9
Address: 100 9th Avenue,3.5,4,3000,2365000,Lake,8
Address: 664 18th Avenue,2,4,1850,888000,Central Richmond,7
Address: 843 28th Avenue,3,4,2015,1281000,Central Richmond,8
Address: 1401 41st Avenue,3,4,2279,675000,Outer Sunset,11
Address: 156 Maddux Avenue,1,2,1200,545000,Silver Terrace,5
Address: 56 Farview Court,1,2,941,760000,Midtown Terrace,5
Address: 1412 Diamond Street,3.5,3,2168,2360000,Noe Valley,7
Address: 8200 Oceanview Terrace #108,2,2,950,280000,Ingleside Heights,4
Address: 533 Sunnydale Avenue,2,4,2376,662000,Visitacion Valley,10
Address: 77 Van Ness Avenue #505,1,1,947,640000,Van Ness - Civic Center,4
Address: 555 4th Street #440,1,1,757,552000,South of Market,4
Address: 81 Frank Norris Street #203,1,1,724,290000,Downtown,4
Address: 66 Cleary Court #606,2,3,1099,640000,Western Addition,5
Address: 1440 Broadway #305,2,2,1047,775000,Russian Hill,5
Address: 2136 Funston Avenue,3.5,4,2500,810000,Golden Gate Heights,10
Address: 478 4th Avenue,3,5,2200,800000,Inner Richmond,9
Address: 1460 7th Avenue,2,2,1168,745000,Inner Sunset,5
Address: 1539 41st Avenue,2,3,1487,839000,Outer Sunset,6
Address: 355 Edgehill Way,1.5,2,1551,830000,Forest Hill Extension,4
Address: 430 Hayes Street #301,1,2,740,701000,Hayes Valley,4
Address: 1018 Tennessee Street,2,3,1500,1200000,Central Waterfront - Dogpatch,6
Address: 229 Brannan Street #3A,2,2,1486,1350000,South Beach,4
Address: 722 Hampshire Street,2,3,1600,1211000,Mission,9
Address: 343 Coleridge Street,2,3,2150,1325000,Bernal Heights,7
Address: 68 Ashton Avenue,1,2,1250,698000,Ingleside,7
Address: 39 Homestead Street,3.5,3,3944,2475000,Noe Valley,11
Address: 2801 Jackson Street #301,1,1,1139,1199000,Pacific Heights,4
Address: 2608 Post Street,3,3,2152,1500000,Lower Pacific Heights,8
Address: 2547 42nd Avenue,1,2,962,632000,Outer Parkside,4
Address: 1936 23rd Avenue,2,3,2285,860000,Parkside,8
Address: 3124 Gough Street,3,4,2446,3200000,Marina,8
Address: 1926 Quesada Avenue,1,2,987,480000,Silver Terrace,5
Address: 31 Verna Street,1,2,1086,712100,Miraloma Park,4
Address: 163 Forest Side Avenue,3,4,2500,1450000,West Portal,9
Address: 154 Paloma Avenue,4,4,3250,1550000,Ingleside Terrace,10
Address: 1656 Sanchez Street,2.5,3,2250,2300000,Noe Valley,5
Address: 139 Arch Street,2,3,1214,495000,Ingleside Heights,6
Address: 100 Byxbee Street,1,2,1025,550000,Ingleside Heights,5
Address: 2158 Bay Shore Boulevard,2,3,1190,449000,Visitacion Valley,5
Address: 627 Felton Street,4,5,2943,790000,Portola,11
Address: 189 Santa Ynez Avenue,1,2,1890,545000,Mission Terrace,6
Address: 696 Naples Street,2,2,1250,575500,Excelsior,6
Address: 117 Capistrano Avenue,1,2,1225,612000,Mission Terrace,5
Address: 201 Diamond Cove Terrace,3,3,1647,643000,Bayview,6
Address: 3219 Rivera Street,1,2,962,690000,Outer Parkside,4
Address: 1058 Capitol Avenue,3,6,3006,775000,Ingleside,11
Address: 1763 12th Avenue,3,4,2192,1179000,Inner Sunset,7
Address: 1345 Turk Street #208,2,2,980,307000,Western Addition,4
Address: 1301 Indiana Street #303,3,2,1575,327000,Central Waterfront - Dogpatch,4
Address: 1947 Quesada Avenue,1,2,875,375000,Silver Terrace,4
Address: 3730 Quintara Street,3,4,1586,801000,Outer Parkside,8
Address: 322 6th Street #13,2,1,1015,515000,South of Market,3
Address: 132 Langton Street,1.5,2,1000,590000,South of Market,5
Address: 1767 46th Avenue,2,3,1130,610000,Outer Sunset,6
Address: 2808 Market Street,2,2,1080,631000,Corona Heights,5
Address: 1955 33rd Avenue,1,2,825,645000,Parkside,4
Address: 1007 Chenery Street,3,3,1888,705000,Glen Park,7
Address: 96 Seminole Avenue,1,3,1654,720000,Outer Mission,6
Address: 250 King Street #366,2,2,1184,790000,South of Market,4
Address: 807 Guerrero Street,1,2,1012,825000,Mission,5
Address: 78 Uranus Terrace,2,3,1350,1155000,Corona Heights,5
Address: 2699 15th Avenue,4,4,2663,1200000,Inner Parkside,11
Address: 1640 Fulton Street,2,5,3245,1249000,North Panhandle,11
Address: 336 28th Street,3,3,1500,1875000,Noe Valley,9
Address: 3049 California Street,2,3,1981,1335000,Lower Pacific Heights,9
Address: 100 Mallorca Way,1,2,1801,1615000,Marina,6
Address: 2000 Baker Street,2.5,3,2334,1625000,Pacific Heights,6
Address: 2850 Filbert Street,4,4,2850,4200000,Cow Hollow,10
Address: 2204 Steiner Street,2.5,4,2105,2710000,Pacific Heights,8
Address: 691 Marina Boulevard,4,4,4222,3250000,Marina,10
Address: 900 Bush Street #818,1,1,648,479000,Downtown,4
Address: 9 Powhattan Avenue,1,1,462,567500,Bernal Heights,3
Address: 76 Montcalm Street,1.5,2,1500,865000,Bernal Heights,4
Address: 154 Shakespeare Street,2,4,780,15000,Outer Mission,6
Address: 539 Cayuga Avenue,1,2,1400,653000,Mission Terrace,8
Address: 253 Theresa Street,1,2,950,735000,Mission Terrace,4
Address: 2600 47th Avenue,1,2,800,630000,Outer Parkside,7
Address: 789 9th Avenue,1,1,1298,680000,Inner Richmond,5
Address: 2031 Anza Street,1,3,1740,1050000,Inner Richmond,6
Address: 746 Great Highway #1,2,3,1491,720000,Outer Richmond,6
Address: 1702 20th Avenue,3.5,3,2225,990000,Central Sunset,7
Address: 421 Ulloa Street,2,3,1387,875000,Forest Hill Extension,6
Address: 762 Myra Way,2,3,1797,1140000,Miraloma Park,7
Address: 255 Laidley Street,1.5,3,1211,975000,Glen Park,5
Address: 1960 Jones Street,3,3,3344,1540000,Russian Hill,8
Address: 126 Dartmouth Street,1,2,1400,451000,Portola,6
Address: 143 Dwight Street,2,3,1405,490000,Portola,5
Address: 300 Berry Street #446,2,2,1205,890000,South of Market,6
Address: 338 Spear Street #4F,1,1,899,720000,South Beach,4
Address: 850 Powell Street #703,4,4,2822,2000000,Nob Hill,8
Address: 1454 California Street #1,1,3,1241,721000,Nob Hill,6
Address: 101 Lombard Street #317E,1,1,1030,535000,Telegraph Hill,4
Address: 450 Pope Street,3,4,1570,646000,Crocker Amazon,7
Address: 1434 Plymouth Avenue,2,3,1700,1358000,Westwood Park,7
Address: 492 Douglass Street,1.3,1,780,2300000,Eureka Valley - Dolores Heights - Castro,4
Address: 1829 Scott Street,3,3,1603,1775000,Lower Pacific Heights,8
Address: 2501 27th Avenue,2,2,1728,630000,Parkside,8
Address: 2331 28th Avenue,1,2,1075,738000,Parkside,7
Address: 2526 31st Avenue,1,2,1713,780000,Parkside,8
Address: 988 Fulton Street #335,2,2,900,915000,Western Addition,6
Address: 3954 Washington Street,6,5,6835,7000000,Presidio Heights,14
Address: 5915 California Street,1,2,1413,700000,Central Richmond,5
Address: 153 23rd Avenue,3.5,3,1818,1102000,Lake,6
Address: 689 19th Avenue,2.5,3,1753,1190000,Central Richmond,8
Address: 902 Corbett Avenue #4,1,2,1020,568000,Twin Peaks,5
Address: 324 Day Street,3,2,2209,1642000,Noe Valley,8
Address: 95 Beachmont Drive,2,3,2755,1160000,Lakeside,6
Address: 26 Hodges Alley,2,2,1377,1701000,Telegraph Hill,3
Address: 425 1st Street #3908,1,1,755,770000,South Beach,3
Address: 601 4th Street #308,1,1,1485,800000,South of Market,2
Address: 1151 Washington Street,2.5,3,2326,1850000,Nob Hill,7
Address: 1 Daniel Burnham Court #1006,1,1,750,450000,Van Ness - Civic Center,3
Address: 1559 Sacramento Street,2,3,1840,1385000,Nob Hill,8
Address: 1836 Pine Street,4.5,5,4500,3355000,Lower Pacific Heights,19
Address: 237 Granada Avenue,2,2,758,530000,Ingleside,5
Address: 155 Hancock Street #1,1,1,712,957000,Eureka Valley - Dolores Heights - Castro,6
Address: 2075 42nd Avenue,2,3,1300,545000,Outer Parkside,6
Address: 2132 Sloat Boulevard,1,2,1012,610000,Outer Parkside,4
Address: 298 Dorantes Avenue,3.5,3,2923,1485000,Forest Hill,10
Address: 40 Loyola Terrace,3,7,2950,1500000,Lone Mountain,15
Address: 1144 Haight Street,4,4,3300,1950000,Haight-Ashbury,8
Address: 432 Laurel Street,9,9,4460,930000,Presidio Heights,16
Address: 571 18th Avenue,5.5,4,4354,1200000,Central Richmond,14
Address: 4431 Kirkham Street,1,1,560,450000,Outer Sunset,4
Address: 2227 Moraga Street,3,4,1705,663000,Central Sunset,7
Address: 301 Moraga Street,3,3,1572,995000,Inner Sunset,7
Address: 800 Meade Avenue,2,3,1847,420000,Bayview,6
Address: 5036 Diamond Heights Boulevard,2,3,1373,535000,Diamond Heights,6
